patent_id,title,abstract,filing_date,year
US62819982B2,AI Device for Advanced Computing,A ai device for advanced computing that provides enhanced performance and efficiency in modern applications.,2019-11-28,2019
US16559873B2,Autonomous Sensor for Advanced Computing,A autonomous sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2016-02-08,2016
US28191339B2,Nano Algorithm for Advanced Computing,A nano algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2017-11-04,2017
US90144311B2,Cyber Fabric for Advanced Computing,A cyber fabric for advanced computing that provides enhanced performance and efficiency in modern applications.,2009-10-23,2009
US43343352B2,Autonomous Processor for Advanced Computing,A autonomous processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2012-01-09,2012
US80949946B2,Nano Processor for Advanced Computing,A nano processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2022-04-01,2022
US51204997B2,Robotic Sensor for Advanced Computing,A robotic sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2000-11-13,2000
US19796724B2,Bio Fabric for Advanced Computing,A bio fabric for advanced computing that provides enhanced performance and efficiency in modern applications.,2020-10-27,2020
US61113866B2,Cyber Sensor for Advanced Computing,A cyber sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2008-04-23,2008
US62460574B2,Quantum System for Advanced Computing,A quantum system for advanced computing that provides enhanced performance and efficiency in modern applications.,2017-01-06,2017
US78562998B2,Cyber Processor for Advanced Computing,A cyber processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2009-11-24,2009
US83893700B2,Autonomous Sensor for Advanced Computing,A autonomous sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2001-02-10,2001
US75549561B2,Blockchain Device for Advanced Computing,A blockchain device for advanced computing that provides enhanced performance and efficiency in modern applications.,2017-11-24,2017
US29322470B2,Cyber Interface for Advanced Computing,A cyber interface for advanced computing that provides enhanced performance and efficiency in modern applications.,2013-04-24,2013
US32217134B2,AI Vehicle for Advanced Computing,A ai vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2010-08-18,2010
US54628282B2,Neural Fabric for Advanced Computing,A neural fabric for advanced computing that provides enhanced performance and efficiency in modern applications.,2019-11-05,2019
US88621787B2,Bio Sensor for Advanced Computing,A bio sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2009-07-24,2009
US96302606B2,Quantum System for Advanced Computing,A quantum system for advanced computing that provides enhanced performance and efficiency in modern applications.,2012-05-12,2012
US37435807B2,Cyber Network for Advanced Computing,A cyber network for advanced computing that provides enhanced performance and efficiency in modern applications.,2014-07-09,2014
US22441775B2,Autonomous Device for Advanced Computing,A autonomous device for advanced computing that provides enhanced performance and efficiency in modern applications.,2020-07-26,2020
US58852207B2,Neural Device for Advanced Computing,A neural device for advanced computing that provides enhanced performance and efficiency in modern applications.,2003-08-11,2003
US28214260B2,Cloud Network for Advanced Computing,A cloud network for advanced computing that provides enhanced performance and efficiency in modern applications.,2020-10-11,2020
US96839525B2,Bio System for Advanced Computing,A bio system for advanced computing that provides enhanced performance and efficiency in modern applications.,2006-09-07,2006
US95564250B2,Blockchain Device for Advanced Computing,A blockchain device for advanced computing that provides enhanced performance and efficiency in modern applications.,2007-05-02,2007
US33682487B2,Neural Vehicle for Advanced Computing,A neural vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2019-08-31,2019
US90957686B2,Robotic Processor for Advanced Computing,A robotic processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2022-11-22,2022
US43707692B2,Cloud Device for Advanced Computing,A cloud device for advanced computing that provides enhanced performance and efficiency in modern applications.,2012-10-07,2012
US13806572B2,Nano Fabric for Advanced Computing,A nano fabric for advanced computing that provides enhanced performance and efficiency in modern applications.,2014-05-21,2014
US35911011B2,Blockchain Vehicle for Advanced Computing,A blockchain vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2013-06-18,2013
US61929289B2,Quantum System for Advanced Computing,A quantum system for advanced computing that provides enhanced performance and efficiency in modern applications.,2009-04-01,2009
US53764641B2,AI Fabric for Advanced Computing,A ai fabric for advanced computing that provides enhanced performance and efficiency in modern applications.,2006-07-30,2006
US53567699B2,Nano Device for Advanced Computing,A nano device for advanced computing that provides enhanced performance and efficiency in modern applications.,2016-02-10,2016
US86705939B2,Quantum Sensor for Advanced Computing,A quantum sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2007-01-05,2007
US22817990B2,Nano Algorithm for Advanced Computing,A nano algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2018-10-17,2018
US20462034B2,Blockchain Processor for Advanced Computing,A blockchain processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2021-10-16,2021
US55906027B2,Neural System for Advanced Computing,A neural system for advanced computing that provides enhanced performance and efficiency in modern applications.,2011-05-11,2011
US48607473B2,AI Sensor for Advanced Computing,A ai sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2011-03-09,2011
US83008266B2,Blockchain Fabric for Advanced Computing,A blockchain fabric for advanced computing that provides enhanced performance and efficiency in modern applications.,2017-04-29,2017
US22846344B2,Bio Network for Advanced Computing,A bio network for advanced computing that provides enhanced performance and efficiency in modern applications.,2006-05-05,2006
